Date,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
17-06-2009,986.05,1027.5,970,1004,1009.35,1011.19,70084,7.08682E+12,39124,0.5582
18-06-2009,992,1030,920,976.25,978.05,982.55,77486,7.6134E+12,44198,0.5704
19-06-2009,990.1,998,944.8,970,974.5,971.92,85670,8.32641E+12,56316,0.6574
22-06-2009,970.15,979,950.15,954.4,955.35,962.64,49074,4.72407E+12,12235,0.2493
23-06-2009,953.45,958.45,935,942,938.8,942.99,37966,3.58015E+12,15670,0.4127
24-06-2009,940,987,936.05,968,961.3,962.18,261046,2.51173E+13,182948,0.7008
25-06-2009,966.05,989.7,956.3,983,978.4,978.9,161842,1.58428E+13,115571,0.7141
26-06-2009,994,1025,983,998.05,1004.1,1006.7,64936,6.53709E+12,35253,0.5429
29-06-2009,995,1056,995,1044,1044.4,1044.31,97045,1.01345E+13,71179,0.7335
30-06-2009,1030.1,1056.65,978.9,981.3,1003.05,1004.3,210551,2.11456E+13,180257,0.8561
01-07-2009,990.6,1021.9,950.55,1007.35,1009.2,1008.73,61211,6.17456E+12,34409,0.5621
02-07-2009,1008.4,1008.4,960.05,975,978.2,980.24,78383,7.68341E+12,37555,0.4791
03-07-2009,969.9,1005,969.9,983.65,984.85,989.47,36208,3.58269E+12,19813,0.5472
06-07-2009,965,999,934,976.4,961.4,972.1,38444,3.73714E+12,19805,0.5152
07-07-2009,965,1010,906.55,990,989.6,990,147391,1.45918E+13,88086,0.5976
08-07-2009,985,1014.8,953.95,973,973.15,980.96,37387,3.66751E+12,9568,0.2559
09-07-2009,973,1010,973,1000.95,1000.85,1000.15,333395,3.33445E+13,304508,0.9134
10-07-2009,1010,1031.9,1008.05,1023,1015.3,1023.64,247479,2.53328E+13,219648,0.8875
13-07-2009,1008,1034.9,982,1022.6,1019.3,1010.78,35547,3.59303E+12,9424,0.2651
14-07-2009,1026,1090,1025.05,1060,1068.1,1063.43,261696,2.78295E+13,194348,0.7426
15-07-2009,1075,1122.95,1063,1100,1090.1,1100.59,152163,1.67469E+13,66298,0.4357
16-07-2009,1115,1211,1110.55,1145,1147.3,1158.02,465681,5.39267E+13,126980,0.2727
17-07-2009,1159,1205,1131.05,1157,1153.6,1180.06,234667,2.7692E+13,110052,0.469
20-07-2009,1175,1196.5,1165,1184.9,1185.2,1183.9,319548,3.78313E+13,220496,0.69
21-07-2009,1195,1200,1175.2,1191.8,1189.85,1190.67,56508,6.72825E+12,27782,0.4916
22-07-2009,1191.8,1228,1155.35,1157.25,1165.55,1201.3,187704,2.25489E+13,110019,0.5861
23-07-2009,1179.5,1187.5,1140.1,1172.95,1171.05,1161.35,66588,7.73318E+12,27739,0.4166
24-07-2009,1180,1207.85,1163.1,1188.05,1187.8,1187.85,104429,1.24046E+13,56192,0.5381
27-07-2009,1184,1228,1184,1197.55,1199.95,1202.42,936412,1.12596E+14,878739,0.9384
28-07-2009,1210,1225.7,1192.55,1225.5,1222.2,1210.14,178852,2.16435E+13,136519,0.7633
29-07-2009,1219,1219,1172,1210,1204.55,1203.18,244620,2.94321E+13,208332,0.8517
30-07-2009,1285,1285,1185,1220,1218.35,1210.69,344408,4.16972E+13,285047,0.8276
31-07-2009,1238,1264.4,1210,1227.8,1221.75,1236.71,262414,3.2453E+13,170819,0.651
03-08-2009,1225.65,1358,1225.65,1297,1301.65,1307.34,308901,4.0384E+13,157830,0.5109
04-08-2009,1308,1348,1281,1335,1321.85,1323.95,606620,8.03137E+13,476951,0.7862
05-08-2009,1328.85,1350,1280,1287,1286.65,1303.36,116435,1.51757E+13,57652,0.4951
06-08-2009,1286.65,1299.95,1232,1255,1261.3,1276.61,204523,2.61096E+13,135883,0.6644
07-08-2009,1235,1249.7,1155,1176,1175.8,1191.53,265330,3.16148E+13,179192,0.6754
10-08-2009,1200,1218,1040.1,1048,1072.85,1115.5,288208,3.21497E+13,183708,0.6374
11-08-2009,1077,1127.95,1053.05,1099,1099.05,1104.46,249875,2.75976E+13,126278,0.5054
12-08-2009,1076.1,1125,1050,1084,1092.1,1072.54,228266,2.44825E+13,133954,0.5868
13-08-2009,1105,1149,1050,1137,1130.75,1127.44,265267,2.99074E+13,171194,0.6454
14-08-2009,1131,1167,1101.15,1115,1122.4,1141.58,106095,1.21116E+13,40775,0.3843
17-08-2009,1100,1148.6,1072.1,1101.1,1113.1,1105.16,172774,1.90943E+13,105318,0.6096
18-08-2009,1130,1146.85,1101.05,1142.05,1141.2,1127.7,66023,7.4454E+12,28329,0.4291
19-08-2009,1131.5,1149.3,1070.2,1100,1099.65,1104.32,67240,7.42542E+12,32955,0.4901
20-08-2009,1100,1124.4,1092,1111.6,1107.45,1107.17,223727,2.47705E+13,159466,0.7128
21-08-2009,1125,1146.8,1104,1123.6,1127.75,1129.73,133170,1.50446E+13,77662,0.5832
